,Action,Distance,Time,Direction
0,Move,607.6123517506866,0.9397151470184326,131.0963312809881
1,Pressed,212.74451179760194,0.24721193313598633,25.811060227239107
2,Drag,296.3504911418234,0.2475740909576416,28.65273798942562
