timestamp,x,y,state,time_stamp
23:38:03.824819,761.03,640.1,Move,0.6945579051971436
23:38:03.825173,756.7,639.14,Move,0.6949582099914551
23:38:03.833230,751.4,635.96,Move,0.7030129432678223
23:38:03.841436,743.34,631.61,Move,0.711219072341919
23:38:03.849341,735.89,626.65,Move,0.7191240787506104
23:38:03.856832,727.46,620.81,Move,0.7266161441802979
23:38:03.864623,709.43,608.19,Move,0.7344059944152832
23:38:03.873676,688.93,594.22,Move,0.7434592247009277
23:38:03.880559,666.6,575.95,Move,0.7503418922424316
23:38:03.889411,646.04,557.35,Move,0.7591948509216309
23:38:03.896691,624.73,538.06,Move,0.7664761543273926
23:38:03.905523,606.17,517.55,Move,0.7753071784973145
23:38:03.918963,589.4,496.83,Move,0.788748025894165
23:38:03.920873,584.86,487.76,Move,0.7906560897827148
23:38:03.948276,574.04,468.82,Move,0.8180620670318604
23:38:03.948317,567.57,453.71,Move,0.8181078433990479
23:38:03.948338,562.66,436.55,Move,0.8181290626525879
23:38:03.959354,560.3,420.77,Move,0.8291342258453369
23:38:03.960560,559.48,403.61,Move,0.8303461074829102
23:38:03.975388,559.48,378.08,Move,0.8451640605926514
23:38:03.977927,561.11,360.92,Move,0.8477120399475098
23:38:03.991510,568.09,344.63,Move,0.8612899780273438
23:38:03.992450,579.25,324.17,Move,0.8622360229492188
23:38:04.000650,590.98,305.23,Move,0.8704361915588379
23:38:04.009050,606.76,283.53,Move,0.878835916519165
23:38:04.017108,623.54,262.81,Move,0.886894941329956
23:38:04.025724,643.83,242.51,Move,0.8955070972442627
23:38:04.032665,663.57,223.76,Move,0.9024519920349121
23:38:04.041651,674.24,216.65,Move,0.9114370346069336
23:38:04.048704,693.77,202.7,Move,0.9184908866882324
23:38:04.058497,712.7,191.88,Move,0.9282791614532471
23:38:04.065058,729.05,184.53,Move,0.9348349571228027
23:38:04.073467,744.04,179.0,Move,0.9432520866394043
23:38:04.081117,758.49,176.72,Move,0.9509031772613525
23:38:04.089815,771.54,176.72,Move,0.9595999717712402
23:38:04.097541,783.52,176.72,Move,0.9673271179199219
23:38:04.105793,793.25,178.67,Move,0.9755778312683105
23:38:04.113151,802.41,186.42,Move,0.9829370975494385
23:38:04.121929,810.72,195.43,Move,0.9917130470275879
23:38:04.129382,825.1,216.51,Move,0.9991681575775146
23:38:04.138369,831.67,233.77,Move,1.0081520080566406
23:38:04.145898,837.99,254.51,Move,1.0156810283660889
23:38:04.154308,842.74,279.25,Move,1.0240919589996338
23:38:04.162051,844.77,307.67,Move,1.0318360328674316
23:38:04.170367,845.84,339.67,Move,1.0401501655578613
23:38:04.178206,845.84,373.78,Move,1.047990083694458
23:38:04.186648,844.8,404.96,Move,1.0564320087432861
23:38:04.193903,839.3,439.06,Move,1.063688039779663
23:38:04.202380,834.9,452.25,Move,1.0721631050109863
23:38:04.210909,825.77,479.65,Move,1.0806920528411865
23:38:04.218522,808.78,519.71,Move,1.088305950164795
23:38:04.226887,795.75,539.24,Move,1.0966689586639404
23:38:04.234703,787.64,546.68,Move,1.1044859886169434
23:38:04.242803,772.79,560.66,Move,1.1125850677490234
23:38:04.249801,744.18,579.36,Move,1.1195859909057617
23:38:04.262289,733.36,582.07,Move,1.1320750713348389
23:38:04.265932,700.36,590.87,Move,1.1357178688049316
23:38:04.278996,675.44,591.83,Move,1.148780107498169
23:38:04.282221,652.19,591.83,Move,1.152008056640625
23:38:04.290242,627.28,591.83,Move,1.1600241661071777
23:38:04.297742,602.36,587.03,Move,1.1675291061401367
23:38:04.308633,591.09,582.1,Move,1.1784148216247559
23:38:04.314056,571.25,572.18,Move,1.1838421821594238
23:38:04.324082,540.78,551.87,Move,1.1938629150390625
23:38:04.329901,524.55,536.54,Move,1.1996879577636719
23:38:04.342659,511.0,518.48,Move,1.2124218940734863
23:38:04.346609,500.18,499.55,Move,1.2163939476013184
23:38:04.357845,490.88,478.16,Move,1.2276239395141602
23:38:04.362279,488.18,467.33,Move,1.232064962387085
23:38:04.374945,482.94,447.24,Move,1.2447218894958496
23:38:04.378528,479.44,427.15,Move,1.2483131885528564
23:38:04.391486,477.69,407.06,Move,1.261261224746704
23:38:04.394497,477.69,399.36,Move,1.2642791271209717
23:38:04.402357,477.69,386.17,Move,1.272143840789795
23:38:04.411055,477.69,381.85,Move,1.2808399200439453
23:38:04.418594,477.69,373.16,Move,1.2883789539337158
23:38:04.427347,477.69,368.12,Move,1.297133207321167
23:38:04.621139,477.69,367.41,Move,1.4909169673919678
23:38:04.628116,473.55,360.31,Move,1.4979000091552734
23:38:04.636567,468.39,351.92,Move,1.5063519477844238
23:38:04.644863,462.55,343.49,Move,1.5146450996398926
23:38:04.652051,454.49,332.5,Move,1.5218350887298584
23:38:04.660551,445.15,320.04,Move,1.5303339958190918
23:38:04.667735,437.54,307.11,Move,1.5375208854675293
23:38:04.676017,421.3,282.75,Move,1.5458009243011475
23:38:04.684078,406.08,258.39,Move,1.5538630485534668
23:38:04.692799,399.88,248.06,Move,1.5625841617584229
23:38:04.700483,388.16,229.13,Move,1.570267915725708
23:38:04.708602,384.01,222.02,Move,1.5783860683441162
23:38:04.716410,375.02,207.31,Move,1.586195945739746
23:38:04.724563,369.39,196.74,Move,1.5943481922149658
23:38:04.732776,368.2,194.36,Move,1.602560043334961
23:38:04.740679,364.81,188.15,Move,1.610464096069336
23:38:04.748566,363.0,184.98,Move,1.6183509826660156
23:38:04.756958,362.26,183.14,Move,1.6267421245574951
23:38:04.764489,361.63,182.2,Move,1.6342730522155762
23:38:05.033110,361.63,182.2,Pressed,1.9028940200805664
23:38:05.142825,361.63,182.43,Drag,2.0126090049743652
23:38:05.151183,362.74,183.9,Drag,2.020970106124878
23:38:05.159146,364.22,185.38,Drag,2.0289320945739746
23:38:05.166932,366.77,187.08,Drag,2.0367188453674316
23:38:05.175093,369.32,188.78,Drag,2.044840097427368
23:38:05.182959,371.86,190.48,Drag,2.052746057510376
23:38:05.191321,377.17,193.66,Drag,2.061108112335205
23:38:05.199578,383.69,198.4,Drag,2.0693650245666504
23:38:05.207618,392.77,202.94,Drag,2.0773990154266357
23:38:05.214943,401.85,207.48,Drag,2.0847299098968506
23:38:05.227220,420.15,216.2,Drag,2.096998929977417
23:38:05.231351,434.35,223.3,Drag,2.1011369228363037
23:38:05.239710,450.62,229.81,Drag,2.1094970703125
23:38:05.247122,468.97,238.54,Drag,2.116908073425293
23:38:05.262359,489.71,246.66,Drag,2.1321449279785156
23:38:05.263630,499.86,251.39,Drag,2.1334121227264404
23:38:05.278230,531.76,264.6,Drag,2.148010015487671
23:38:05.280324,553.15,274.83,Drag,2.1501059532165527
23:38:05.293086,562.23,278.72,Drag,2.162872076034546
23:38:05.296129,582.07,288.64,Drag,2.16591215133667
23:38:05.310012,599.82,296.24,Drag,2.1797587871551514
23:38:05.312108,618.16,304.98,Drag,2.1818950176239014
23:38:05.325970,633.69,313.15,Drag,2.1957550048828125
23:38:05.328659,649.21,321.32,Drag,2.198438882827759
