timestamp,user,x,y,state,time_stamp
22:58:05.816622,u_3,671.78,594.31,Move,0.6465773582458496
22:58:05.826965,u_3,671.78,597.28,Move,0.6569364070892334
22:58:05.830456,u_3,671.78,600.25,Move,0.6604254245758057
22:58:05.842933,u_3,671.78,603.23,Move,0.6728832721710205
22:58:05.846614,u_3,671.78,606.85,Move,0.6765832901000977
22:58:05.859585,u_3,671.78,610.47,Move,0.6895580291748047
22:58:05.862758,u_3,671.78,614.8,Move,0.6927270889282227
22:58:05.875813,u_3,671.78,618.42,Move,0.7057852745056152
22:58:05.878690,u_3,671.19,626.12,Move,0.7086582183837891
22:58:05.892672,u_3,670.49,638.1,Move,0.7226443290710449
22:58:05.894742,u_3,669.19,647.82,Move,0.7247111797332764
22:58:05.909829,u_3,667.95,656.51,Move,0.7398021221160889
22:58:05.910577,u_3,666.93,661.59,Move,0.7405440807342529
22:58:05.919130,u_3,665.72,670.11,Move,0.749103307723999
22:58:05.926785,u_3,663.86,678.79,Move,0.7567570209503174
22:58:05.934784,u_3,662.61,687.48,Move,0.7647571563720703
22:58:05.942747,u_3,660.84,695.18,Move,0.7727203369140625
22:58:05.950901,u_3,659.14,701.95,Move,0.7808742523193359
22:58:05.959223,u_3,656.89,708.72,Move,0.789196252822876
22:58:05.966665,u_3,654.85,713.81,Move,0.7966291904449463
22:58:05.975243,u_3,652.93,718.13,Move,0.8052160739898682
22:58:05.982726,u_3,650.53,721.98,Move,0.8126993179321289
22:58:05.991735,u_3,648.26,725.15,Move,0.821707010269165
22:58:05.998903,u_3,645.55,727.86,Move,0.828876256942749
22:58:06.008531,u_3,643.0,729.99,Move,0.838503360748291
22:58:06.015341,u_3,640.49,732.08,Move,0.8453152179718018
22:58:06.025892,u_3,637.33,734.34,Move,0.8558652400970459
22:58:06.030727,u_3,633.7,736.15,Move,0.860701322555542
22:58:06.042171,u_3,630.39,737.8,Move,0.8721442222595215
22:58:06.049935,u_3,625.55,739.26,Move,0.8799092769622803
22:58:06.058424,u_3,619.65,740.87,Move,0.888397216796875
22:58:06.063524,u_3,608.83,742.9,Move,0.8934962749481201
22:58:06.075353,u_3,601.13,743.49,Move,0.905325174331665
22:58:06.079214,u_3,592.44,744.11,Move,0.9091713428497314
22:58:06.092175,u_3,582.72,744.76,Move,0.922147274017334
22:58:06.095367,u_3,577.63,744.76,Move,0.9253413677215576
22:58:06.109146,u_3,568.95,744.76,Move,0.9391181468963623
22:58:06.111652,u_3,561.25,744.76,Move,0.9416193962097168
22:58:06.124908,u_3,553.54,744.76,Move,0.9548783302307129
22:58:06.127970,u_3,546.78,744.76,Move,0.9579432010650635
22:58:06.143760,u_3,540.0,744.19,Move,0.9737281799316406
22:58:06.143884,u_3,533.23,742.5,Move,0.973858118057251
22:58:06.151682,u_3,527.33,740.89,Move,0.981654167175293
22:58:06.160669,u_3,521.99,738.22,Move,0.9906361103057861
22:58:06.167358,u_3,516.62,735.54,Move,0.9973323345184326
22:58:06.175894,u_3,512.56,731.98,Move,1.0058643817901611
22:58:06.183548,u_3,508.49,728.42,Move,1.0135223865509033
22:58:06.192427,u_3,504.99,724.42,Move,1.022400140762329
22:58:06.199780,u_3,501.24,719.59,Move,1.0297532081604004
22:58:06.208402,u_3,498.72,715.07,Move,1.0383753776550293
22:58:06.215663,u_3,496.18,710.49,Move,1.0456361770629883
22:58:06.224966,u_3,494.65,705.4,Move,1.0549392700195312
22:58:06.231541,u_3,492.71,695.68,Move,1.0615143775939941
22:58:06.241827,u_3,492.15,688.91,Move,1.0718002319335938
22:58:06.247974,u_3,492.15,680.28,Move,1.0779471397399902
22:58:06.259389,u_3,492.15,670.55,Move,1.0893611907958984
22:58:06.263711,u_3,492.82,659.73,Move,1.093684434890747
22:58:06.276520,u_3,499.33,637.41,Move,1.106492280960083
22:58:06.280013,u_3,505.64,622.42,Move,1.1099803447723389
22:58:06.291712,u_3,514.1,605.51,Move,1.1216843128204346
22:58:06.296147,u_3,523.7,587.17,Move,1.1261212825775146
22:58:06.309467,u_3,535.8,566.71,Move,1.1394381523132324
22:58:06.312393,u_3,541.63,558.28,Move,1.1423633098602295
22:58:06.326256,u_3,554.26,540.24,Move,1.1562292575836182
22:58:06.328539,u_3,566.09,525.03,Move,1.1585071086883545
22:58:06.344167,u_3,578.32,508.43,Move,1.1741383075714111
22:58:06.344493,u_3,590.15,494.06,Move,1.1744670867919922
22:58:06.361714,u_3,601.59,480.99,Move,1.1916861534118652
22:58:06.361751,u_3,612.64,469.15,Move,1.1917293071746826
22:58:06.368512,u_3,623.29,458.5,Move,1.1984844207763672
22:58:06.376421,u_3,633.94,448.61,Move,1.2063891887664795
22:58:06.385282,u_3,646.79,437.37,Move,1.2152552604675293
22:58:06.393781,u_3,658.2,428.24,Move,1.2237522602081299
22:58:06.400521,u_3,669.61,419.11,Move,1.2304880619049072
22:58:06.410476,u_3,681.79,410.74,Move,1.2404472827911377
22:58:06.416769,u_3,693.51,403.42,Move,1.2467432022094727
22:58:06.426727,u_3,705.96,397.55,Move,1.256697177886963
22:58:06.432401,u_3,717.24,391.92,Move,1.2623741626739502
22:58:06.443748,u_3,729.69,386.79,Move,1.2737181186676025
22:58:06.448625,u_3,740.97,381.86,Move,1.2785983085632324
22:58:06.460412,u_3,752.94,378.33,Move,1.290384292602539
22:58:06.464799,u_3,763.77,374.95,Move,1.2947723865509033
22:58:06.477981,u_3,775.74,372.13,Move,1.3079521656036377
22:58:06.480911,u_3,787.72,370.72,Move,1.3108842372894287
22:58:06.493534,u_3,800.91,369.26,Move,1.3235032558441162
22:58:06.496876,u_3,815.36,369.26,Move,1.326850175857544
22:58:06.509582,u_3,831.14,369.26,Move,1.3395514488220215
22:58:06.513191,u_3,846.92,369.26,Move,1.343163251876831
22:58:06.525626,u_3,864.08,370.08,Move,1.3555982112884521
22:58:06.529175,u_3,881.23,374.98,Move,1.3591482639312744
22:58:06.542344,u_3,896.22,380.5,Move,1.3723173141479492
22:58:06.545445,u_3,912.57,387.85,Move,1.3754181861877441
22:58:06.559418,u_3,927.27,396.84,Move,1.3893911838531494
22:58:06.561507,u_3,941.98,406.65,Move,1.3914732933044434
22:58:06.575024,u_3,953.39,415.78,Move,1.4049973487854004
22:58:06.577560,u_3,964.04,426.43,Move,1.4075284004211426
22:58:06.585131,u_3,973.93,437.84,Move,1.4150941371917725
22:58:06.593399,u_3,981.26,448.83,Move,1.4233653545379639
22:58:06.600900,u_3,987.12,461.28,Move,1.4308722019195557
22:58:06.609353,u_3,992.4,474.86,Move,1.439326286315918
22:58:06.617105,u_3,996.07,488.05,Move,1.4470772743225098
22:58:06.626344,u_3,998.38,503.47,Move,1.456315279006958
22:58:06.633569,u_3,999.17,519.25,Move,1.4635403156280518
22:58:06.643511,u_3,999.96,535.03,Move,1.473482370376587
22:58:06.649346,u_3,999.96,552.19,Move,1.4793190956115723
22:58:06.660238,u_3,999.96,567.97,Move,1.4902021884918213
22:58:06.665447,u_3,997.59,583.75,Move,1.495420217514038
22:58:06.677744,u_3,994.44,599.53,Move,1.5077142715454102
22:58:06.681600,u_3,990.04,612.71,Move,1.5115723609924316
22:58:06.698134,u_3,984.52,627.7,Move,1.5281052589416504
22:58:06.698367,u_3,977.67,640.64,Move,1.5283393859863281
22:58:06.711647,u_3,970.06,653.57,Move,1.5416183471679688
22:58:06.713993,u_3,962.0,664.56,Move,1.5439581871032715
22:58:06.727887,u_3,953.21,674.82,Move,1.5578582286834717
22:58:06.730058,u_3,944.42,685.07,Move,1.560028314590454
22:58:06.742903,u_3,933.01,694.2,Move,1.572876214981079
22:58:06.746126,u_3,922.02,702.26,Move,1.5760903358459473
22:58:06.760481,u_3,909.08,709.11,Move,1.5904524326324463
22:58:06.762570,u_3,896.68,714.95,Move,1.592536211013794
22:58:06.776926,u_3,872.73,724.53,Move,1.606896162033081
22:58:06.778790,u_3,864.04,725.77,Move,1.6087570190429688
22:58:06.794770,u_3,848.26,728.92,Move,1.6247401237487793
22:58:06.794875,u_3,818.07,733.09,Move,1.6248502731323242
22:58:06.810315,u_3,796.42,733.99,Move,1.6402862071990967
22:58:06.810414,u_3,774.78,734.89,Move,1.6403861045837402
22:58:06.818278,u_3,749.87,734.89,Move,1.648252248764038
22:58:06.828456,u_3,724.95,734.89,Move,1.6584272384643555
22:58:06.834337,u_3,712.97,734.89,Move,1.6643102169036865
22:58:06.844425,u_3,670.49,728.82,Move,1.674391269683838
22:58:06.850313,u_3,645.57,724.99,Move,1.6802864074707031
22:58:06.861967,u_3,633.59,722.17,Move,1.6919381618499756
22:58:06.866375,u_3,591.1,713.67,Move,1.6963481903076172
22:58:06.876416,u_3,566.19,707.92,Move,1.706388235092163
22:58:06.882521,u_3,555.36,705.22,Move,1.7124931812286377
22:58:06.893441,u_3,534.62,698.91,Move,1.7234113216400146
22:58:06.898374,u_3,513.88,692.59,Move,1.7283473014831543
22:58:06.909646,u_3,496.14,685.84,Move,1.7396180629730225
22:58:06.914442,u_3,481.15,679.52,Move,1.7444159984588623
22:58:06.926670,u_3,474.95,676.7,Move,1.7566421031951904
22:58:06.930705,u_3,463.22,670.11,Move,1.7606642246246338
22:58:06.944021,u_3,453.75,664.02,Move,1.7739923000335693
22:58:06.946898,u_3,445.32,658.18,Move,1.7768681049346924
22:58:06.960002,u_3,438.5,652.6,Move,1.7899751663208008
22:58:06.963003,u_3,433.42,647.52,Move,1.7929704189300537
22:58:06.976580,u_3,428.9,641.88,Move,1.806549072265625
22:58:06.979306,u_3,425.68,636.51,Move,1.8092732429504395
22:58:06.993719,u_3,420.95,626.37,Move,1.823688268661499
22:58:06.995541,u_3,419.71,617.68,Move,1.8255071640014648
22:58:07.012860,u_3,419.71,608.99,Move,1.8428263664245605
22:58:07.012988,u_3,419.71,599.27,Move,1.8429622650146484
22:58:07.027770,u_3,419.71,587.29,Move,1.8577373027801514
22:58:07.027918,u_3,424.1,574.84,Move,1.8578922748565674
22:58:07.035060,u_3,429.43,561.14,Move,1.8650343418121338
22:58:07.045793,u_3,436.28,548.21,Move,1.8757591247558594
22:58:07.051321,u_3,444.45,532.68,Move,1.8812942504882812
22:58:07.060593,u_3,459.67,508.32,Move,1.8905372619628906
22:58:07.067383,u_3,471.51,493.11,Move,1.897355079650879
22:58:07.079238,u_3,477.54,485.87,Move,1.9092042446136475
22:58:07.084919,u_3,490.19,471.54,Move,1.9148931503295898
22:58:07.094815,u_3,500.7,459.52,Move,1.9247612953186035
22:58:07.100196,u_3,514.23,445.99,Move,1.9301691055297852
22:58:07.112796,u_3,526.62,433.6,Move,1.9427621364593506
22:58:07.118716,u_3,539.01,422.76,Move,1.9486901760101318
22:58:07.128094,u_3,549.79,413.41,Move,1.9580662250518799
22:58:07.131957,u_3,554.87,408.9,Move,1.961902141571045
22:58:07.144153,u_3,564.74,401.85,Move,1.974123239517212
22:58:07.147491,u_3,572.52,396.02,Move,1.977464199066162
22:58:07.160554,u_3,574.9,394.83,Move,1.9905242919921875
22:58:07.163735,u_3,580.26,392.14,Move,1.9936771392822266
22:58:07.176422,u_3,583.89,390.33,Move,2.0063953399658203
22:58:07.179887,u_3,587.51,389.43,Move,2.0098562240600586
22:58:07.196081,u_3,589.35,389.06,Move,2.0260462760925293
22:58:07.196235,u_3,591.2,389.06,Move,2.0262091159820557
22:58:07.443135,u_3,591.43,389.06,Move,2.273104190826416
22:58:07.445238,u_3,596.01,386.01,Move,2.275205135345459
22:58:07.458917,u_3,602.83,379.8,Move,2.288889169692993
22:58:07.461263,u_3,610.95,372.36,Move,2.291231393814087
22:58:07.475680,u_3,620.81,364.61,Move,2.305652379989624
22:58:07.477051,u_3,631.46,354.72,Move,2.3070173263549805
22:58:07.485113,u_3,644.09,344.47,Move,2.3150861263275146
22:58:07.493010,u_3,655.92,333.42,Move,2.322979211807251
