,Action,Distance,Time,Direction
0,Move,36.79947224666701,1.0362050533294678,123.74979159803809
1,Scroll,-1.0,1.3839972019195557,-1.0
2,Move,139.209096987079,9.56097888946533,70.96334348673923
3,Move,44.15552693650375,0.824228048324585,79.84996177433531
