user,x,y,state,time_stamp
u_1,778.58,706.94,Move,0.8008029460906982
u_1,779.06,702.62,Move,0.801002025604248
u_1,781.6,698.04,Move,0.8062088489532471
u_1,785.75,691.53,Move,0.8139660358428955
u_1,790.71,684.08,Move,0.8219170570373535
u_1,796.8,674.61,Move,0.8299417495727539
u_1,803.07,664.15,Move,0.8381657600402832
u_1,810.4,652.43,Move,0.8464851379394531
u_1,824.21,628.75,Move,0.8541810512542725
u_1,839.86,602.67,Move,0.8624119758605957
u_1,856.55,576.59,Move,0.8724310398101807
u_1,875.26,547.98,Move,0.8783459663391113
u_1,891.95,521.9,Move,0.8904049396514893
u_1,900.01,510.91,Move,0.894859790802002
u_1,926.7,471.51,Move,0.902014970779419
u_1,943.47,450.79,Move,0.9182491302490234
u_1,949.96,443.01,Move,0.918302059173584
u_1,964.38,426.78,Move,0.932466983795166
u_1,975.82,413.7,Move,0.934485912322998
u_1,987.26,400.63,Move,0.9487340450286865
u_1,997.15,389.98,Move,0.9502370357513428
u_1,1005.95,379.72,Move,0.9585020542144775
u_1,1014.4,370.56,Move,0.9698090553283691
u_1,1018.16,365.74,Move,0.9746148586273193
u_1,1024.64,357.95,Move,0.9843909740447998
u_1,1030.48,350.17,Move,0.9904830455780029
u_1,1039.94,337.55,Move,1.0014970302581787
u_1,1045.13,329.12,Move,1.006424903869629
u_1,1049.28,322.01,Move,1.0167269706726074
u_1,1055.11,314.23,Move,1.0225110054016113
u_1,1060.08,306.79,Move,1.0332889556884766
u_1,1065.91,298.36,Move,1.038529872894287
u_1,1072.68,289.56,Move,1.0490031242370605
u_1,1078.51,281.13,Move,1.0548019409179688
u_1,1085.0,273.35,Move,1.0680310726165771
u_1,1090.83,264.92,Move,1.0709409713745117
u_1,1093.88,260.85,Move,1.0787098407745361
u_1,1100.37,253.07,Move,1.0870270729064941
u_1,1105.95,246.25,Move,1.0949928760528564
u_1,1111.53,239.42,Move,1.1031057834625244
u_1,1116.87,233.5,Move,1.1112549304962158
u_1,1121.3,227.96,Move,1.120042085647583
u_1,1125.05,223.13,Move,1.1275768280029297
u_1,1126.16,221.29,Move,1.13543701171875
u_1,1129.21,217.22,Move,1.1434121131896973
u_1,1130.91,214.67,Move,1.1515400409698486
u_1,1132.02,212.83,Move,1.159562110900879
u_1,1133.12,211.35,Move,1.167546033859253
u_1,1133.44,210.41,Move,1.1762211322784424
u_1,1134.07,209.47,Move,1.1837761402130127
u_1,1134.35,208.9,Move,1.1916840076446533
u_1,1134.61,208.64,Move,1.1996068954467773
u_1,1129.02,208.64,Move,3.326442003250122
u_1,1123.12,209.17,Move,3.3317739963531494
u_1,1115.42,209.77,Move,3.339927911758423
u_1,1107.71,210.95,Move,3.347843885421753
u_1,1100.01,212.14,Move,3.3554069995880127
u_1,1088.04,213.54,Move,3.3635590076446533
u_1,1076.32,214.92,Move,3.372154951095581
u_1,1064.35,217.04,Move,3.379364013671875
u_1,1037.71,221.97,Move,3.387963056564331
u_1,1007.45,227.19,Move,3.395941972732544
u_1,950.65,238.27,Move,3.4037201404571533
u_1,932.05,241.65,Move,3.4117889404296875
u_1,868.55,253.2,Move,3.420341968536377
u_1,848.46,256.69,Move,3.4275338649749756
u_1,775.87,269.05,Move,3.439403772354126
u_1,731.14,275.26,Move,3.4438118934631348
u_1,709.5,277.96,Move,3.451993942260742
u_1,664.77,282.93,Move,3.459500789642334
u_1,622.28,286.58,Move,3.467665910720825
u_1,579.79,289.0,Move,3.4758408069610596
u_1,541.61,291.32,Move,3.4841160774230957
u_1,507.51,293.52,Move,3.4916272163391113
u_1,473.41,295.72,Move,3.5002450942993164
u_1,460.22,296.45,Move,3.5078837871551514
u_1,413.19,298.99,Move,3.516373872756958
u_1,402.37,299.67,Move,3.524062156677246
u_1,379.12,300.6,Move,3.5318920612335205
u_1,357.57,301.5,Move,3.540337085723877
u_1,337.48,302.37,Move,3.548475980758667
u_1,318.88,302.37,Move,3.556259870529175
u_1,301.72,302.37,Move,3.5643858909606934
u_1,287.27,302.37,Move,3.5721700191497803
u_1,272.81,302.37,Move,3.5834479331970215
u_1,258.36,302.37,Move,3.588531970977783
u_1,243.9,302.37,Move,3.5967698097229004
u_1,231.92,302.37,Move,3.6044750213623047
u_1,218.74,302.37,Move,3.6189768314361572
u_1,206.76,301.67,Move,3.62078595161438
u_1,193.57,301.67,Move,3.640472888946533
u_1,180.38,301.67,Move,3.640510082244873
u_1,169.56,301.67,Move,3.6455719470977783
u_1,163.66,301.67,Move,3.652557849884033
u_1,153.93,301.67,Move,3.6702218055725098
u_1,146.23,301.67,Move,3.67026686668396
u_1,138.53,301.67,Move,3.6865549087524414
u_1,136.15,301.67,Move,3.6873250007629395
u_1,131.06,301.67,Move,3.6927378177642822
u_1,127.44,301.67,Move,3.7050399780273438
u_1,124.47,301.24,Move,3.709122896194458
u_1,122.62,300.5,Move,3.7212607860565186
u_1,121.68,299.88,Move,3.725098133087158
u_1,120.74,299.25,Move,3.7394330501556396
u_1,120.11,298.31,Move,3.7414309978485107
u_1,119.83,297.74,Move,3.7558000087738037
u_1,119.57,297.48,Move,3.7576260566711426
u_1,119.57,296.91,Move,3.7671849727630615
u_1,119.57,296.33,Move,3.773247003555298
u_1,119.57,296.08,Move,3.7835299968719482
u_1,119.57,295.5,Move,3.7895472049713135
u_1,119.57,294.93,Move,3.802747964859009
u_1,120.14,294.36,Move,3.805866003036499
u_1,120.71,293.79,Move,3.8194668292999268
u_1,121.28,293.22,Move,3.821898937225342
u_1,122.22,292.9,Move,3.8352179527282715
u_1,122.8,292.33,Move,3.8380959033966064
u_1,123.82,291.31,Move,3.852483034133911
u_1,124.76,290.68,Move,3.8540141582489014
u_1,125.78,289.66,Move,3.8677189350128174
u_1,127.26,288.55,Move,3.8702480792999268
u_1,128.74,287.44,Move,3.8835458755493164
u_1,130.21,285.97,Move,3.8866138458251953
u_1,131.69,284.49,Move,3.9017088413238525
u_1,133.17,283.38,Move,3.9024531841278076
u_1,134.27,281.91,Move,3.9168338775634766
u_1,135.3,280.88,Move,3.918860912322998
u_1,135.93,279.94,Move,3.9261810779571533
u_1,136.5,279.37,Move,3.9378578662872314
u_1,136.78,278.8,Move,3.9426331520080566
u_1,137.07,278.23,Move,3.953031063079834
u_1,137.33,277.97,Move,3.9585189819335938
u_1,137.59,277.71,Move,3.970396041870117
u_1,137.59,279.79,Move,5.769178867340088
u_1,137.08,284.88,Move,5.776269912719727
u_1,136.0,290.78,Move,5.7839131355285645
u_1,134.93,296.68,Move,5.7918291091918945
u_1,133.69,305.37,Move,5.799616813659668
u_1,132.39,315.09,Move,5.81692099571228
u_1,131.74,324.82,Move,5.816981077194214
u_1,129.04,346.46,Move,5.823930978775024
u_1,128.11,369.71,Move,5.831585884094238
u_1,126.19,394.63,Move,5.85112190246582
u_1,125.21,421.27,Move,5.8512091636657715
u_1,124.25,446.18,Move,5.855831861495972
u_1,123.54,458.16,Move,5.86362886428833
u_1,122.3,502.89,Move,5.880011796951294
u_1,122.3,513.58,Move,5.88004207611084
u_1,121.37,536.83,Move,5.887721061706543
u_1,121.37,558.47,Move,5.895836114883423
u_1,121.37,578.56,Move,5.903814077377319
u_1,121.37,597.16,Move,5.912012815475464
u_1,121.37,614.32,Move,5.920130968093872
u_1,121.37,631.48,Move,5.927863836288452
u_1,121.37,645.93,Move,5.936009168624878
u_1,121.37,652.71,Move,5.9446611404418945
u_1,121.37,664.68,Move,5.95210599899292
u_1,121.37,675.51,Move,5.9600889682769775
u_1,121.37,684.19,Move,5.968146085739136
u_1,121.37,690.97,Move,5.976202011108398
u_1,121.37,696.87,Move,5.984186887741089
u_1,121.37,699.25,Move,5.994464874267578
u_1,121.82,702.87,Move,6.000651836395264
u_1,121.82,705.84,Move,6.0085790157318115
u_1,122.19,707.69,Move,6.016232013702393
u_1,122.53,709.05,Move,6.024660110473633
u_1,122.53,710.0,Move,6.032961845397949
u_1,122.53,710.94,Move,6.044309139251709
u_1,122.53,711.19,Move,6.048714876174927
u_1,122.53,711.45,Move,6.056542158126831
u_1,122.79,711.71,Move,6.064733982086182
u_1,123.95,711.71,Move,7.732319116592407
u_1,126.92,711.29,Move,7.739055871963501
u_1,130.54,710.38,Move,7.745532035827637
u_1,134.16,709.02,Move,7.753638029098511
u_1,138.49,708.06,Move,7.761563062667847
u_1,143.58,706.54,Move,7.769531965255737
u_1,153.29,704.59,Move,7.777915954589844
u_1,165.27,701.77,Move,7.785815954208374
u_1,178.46,698.84,Move,7.793627977371216
u_1,205.1,692.92,Move,7.801890850067139
