user,x,y,state,time_stamp
u_2,705.7734985351562,642.5759887695312,Move,0.31543803215026855
u_2,705.7734985351562,638.8843994140625,Move,0.32848596572875977
u_2,705.7734985351562,637.0028686523438,Move,0.34427499771118164
u_2,706.0870361328125,635.490478515625,Move,0.3602869510650635
u_2,706.400634765625,633.97802734375,Move,0.37631797790527344
u_2,706.6864624023438,632.4656372070312,Move,0.39963412284851074
u_2,706.6864624023438,631.322265625,Move,0.4159739017486572
u_2,706.6864624023438,629.8098754882812,Move,0.43266797065734863
u_2,707.0000610351562,627.503662109375,Move,0.44797182083129883
u_2,707.3970336914062,623.2760009765625,Move,0.4563291072845459
u_2,708.3024291992188,615.9768676757812,Move,0.47257208824157715
u_2,709.8558959960938,605.750732421875,Move,0.48857879638671875
u_2,712.4217529296875,589.026123046875,Move,0.5045289993286133
u_2,714.0870971679688,576.9998168945312,Move,0.5208301544189453
u_2,716.4566650390625,561.5977172851562,Move,0.5368399620056152
u_2,719.3626098632812,547.1238403320312,Move,0.553123950958252
u_2,722.1845703125,533.578125,Move,0.5692398548126221
u_2,724.05126953125,525.519287109375,Move,0.584834098815918
u_2,725.8619995117188,518.2761840820312,Move,0.6010940074920654
u_2,727.505615234375,512.9204711914062,Move,0.6186151504516602
u_2,728.5853271484375,509.709228515625,Move,0.6356871128082275
u_2,729.240234375,507.40301513671875,Move,0.6526119709014893
u_2,729.867431640625,505.52154541015625,Move,0.6687099933624268
u_2,730.466796875,504.00909423828125,Move,0.6867029666900635
u_2,731.4075927734375,502.12762451171875,Move,0.7023088932037354
u_2,732.661865234375,500.24609375,Move,0.7152190208435059
u_2,733.547119140625,498.73370361328125,Move,0.7344331741333008
u_2,734.4601440429688,497.22125244140625,Move,0.7514200210571289
u_2,735.3731689453125,495.7088623046875,Move,0.7687592506408691
u_2,735.8893432617188,495.192626953125,Move,0.7852199077606201
u_2,736.1474609375,494.67645263671875,Move,0.8019640445709229
u_2,736.1474609375,494.66766357421875,Move,1.0943498611450195
u_2,736.1474609375,499.0069274902344,Move,1.1083970069885254
u_2,734.962646484375,511.79302978515625,Move,1.1239659786224365
u_2,730.1998291015625,533.4942016601562,Move,1.1411879062652588
u_2,723.3245239257812,562.4607543945312,Move,1.1558990478515625
u_2,715.4351806640625,594.01806640625,Move,1.1725242137908936
u_2,707.038330078125,622.984619140625,Move,1.1888339519500732
u_2,700.6083374023438,641.257568359375,Move,1.2042262554168701
u_2,694.54736328125,657.6365356445312,Move,1.222348928451538
u_2,690.8138427734375,664.594970703125,Move,1.2383480072021484
u_2,687.8121337890625,670.5984497070312,Move,1.2545990943908691
u_2,686.3948364257812,673.004638671875,Move,1.2695860862731934
u_2,685.8231201171875,673.8343505859375,Move,1.289538860321045
u_2,685.5650634765625,674.3505859375,Move,1.300935983657837
u_2,685.3289184570312,673.1737060546875,Move,1.3516430854797363
u_2,685.3289184570312,673.1737060546875,Scroll,3.737881898880005
u_2,685.3289184570312,673.1737060546875,Scroll,3.753798007965088
u_2,685.3289184570312,673.1737060546875,Scroll,3.7732670307159424
u_2,685.3289184570312,673.1737060546875,Scroll,3.7892420291900635
u_2,685.3289184570312,673.1737060546875,Scroll,3.8113789558410645
u_2,685.3289184570312,673.1737060546875,Scroll,3.8275930881500244
u_2,685.3289184570312,673.1737060546875,Scroll,3.834162950515747
u_2,685.3289184570312,673.1737060546875,Scroll,3.850749969482422
u_2,685.3289184570312,673.1737060546875,Scroll,3.86629581451416
u_2,685.3289184570312,673.1737060546875,Scroll,3.8844408988952637
u_2,685.3289184570312,673.1737060546875,Scroll,3.9008069038391113
u_2,685.3289184570312,673.1737060546875,Scroll,3.9197189807891846
u_2,685.3289184570312,673.1737060546875,Scroll,3.9390108585357666
u_2,685.3289184570312,672.9432373046875,Move,4.994420051574707
u_2,686.0671997070312,669.2516479492188,Move,5.007688045501709
u_2,688.0521240234375,664.4878540039062,Move,5.023500204086304
u_2,690.0370483398438,659.7240600585938,Move,5.0391480922698975
u_2,691.6807250976562,654.2567138671875,Move,5.055148124694824
u_2,693.435791015625,647.6613159179688,Move,5.071564197540283
u_2,694.571044921875,643.4336547851562,Move,5.089137077331543
u_2,695.5673828125,641.12744140625,Move,5.103943109512329
u_2,696.45263671875,639.614990234375,Move,5.1218791007995605
u_2,697.3101196289062,638.7575073242188,Move,5.138198137283325
u_2,698.139892578125,637.927734375,Move,5.153017997741699
u_2,699.283203125,637.3560791015625,Move,5.170691013336182
u_2,700.795654296875,636.443115234375,Move,5.187549114227295
u_2,702.3080444335938,635.5300903320312,Move,5.200002908706665
u_2,703.8204956054688,634.9306640625,Move,5.220602989196777
u_2,705.7019653320312,633.9899291992188,Move,5.237734079360962
u_2,707.2144165039062,633.1046752929688,Move,5.249320983886719
u_2,708.726806640625,632.81884765625,Move,5.269428014755249
u_2,709.8701782226562,632.5330200195312,Move,5.287135124206543
u_2,710.699951171875,632.5330200195312,Move,5.303159952163696
u_2,711.5261840820312,632.5330200195312,Move,5.319918870925903
u_2,712.0286865234375,632.5330200195312,Move,5.337286949157715
u_2,714.0856323242188,632.5330200195312,Move,12.394165992736816
u_2,718.9052734375,633.7518310546875,Move,12.409512042999268
u_2,723.6690673828125,635.7367553710938,Move,12.433754920959473
u_2,726.8802490234375,637.1577758789062,Move,12.451543807983398
u_2,731.1079711914062,639.0592041015625,Move,12.457527875900269
u_2,734.799560546875,640.905029296875,Move,12.47337293624878
u_2,737.6416625976562,642.6952514648438,Move,12.499721050262451
u_2,740.142333984375,644.8267822265625,Move,12.516266107559204
u_2,743.0956420898438,647.410888671875,Move,12.532228946685791
u_2,745.6797485351562,649.9950561523438,Move,12.547955989837646
u_2,748.633056640625,652.5791625976562,Move,12.553812980651855
u_2,751.1337890625,655.0798950195312,Move,12.569901943206787
u_2,753.7178955078125,658.0331420898438,Move,12.585868120193481
u_2,755.8494262695312,660.5338745117188,Move,12.601964235305786
u_2,757.5006713867188,662.4987182617188,Move,12.617886066436768
u_2,759.2353515625,664.9160766601562,Move,12.63410496711731
u_2,760.203857421875,667.2222900390625,Move,12.650387048721313
u_2,761.1445922851562,669.103759765625,Move,12.6664719581604
u_2,761.799560546875,671.4099731445312,Move,12.682476997375488
u_2,762.1394653320312,673.71044921875,Move,12.699010848999023
u_2,762.1394653320312,676.4413452148438,Move,12.715049028396606
u_2,762.1394653320312,680.188720703125,Move,12.732656955718994
u_2,762.1394653320312,684.4163818359375,Move,12.747671842575073
u_2,760.6627807617188,688.1637573242188,Move,12.76508092880249
u_2,758.1702270507812,693.1488647460938,Move,12.782978057861328
u_2,754.7432250976562,698.0176391601562,Move,12.799154996871948
u_2,751.0311279296875,702.126708984375,Move,12.816768169403076
u_2,747.569580078125,705.1912841796875,Move,12.832642793655396
u_2,743.7388916015625,707.8866577148438,Move,12.849282026290894
u_2,738.0210571289062,711.8494262695312,Move,12.86581802368164
u_2,733.2572631835938,714.2313232421875,Move,12.883424997329712
