,Action,Distance,Time,Direction
0,Move,223.3645097145023,0.38898372650146484,71.49042410322723
1,Move,502.89572875497754,0.5230000019073486,151.85218406446467
2,Pressed,0.0,5.793571472167969e-05,
3,Move,585.5513464248886,0.9612340927124023,8.05800646800909
4,Scroll,,3.7420287132263184,
5,Move,212.42060187279378,1.3313722610473633,17.026578692410386
